,n,media,mediana,varianza,desvio_estandar,minimo,p10,q1_p25,p50_mediana,q3_p75,p90,maximo,rango,rango_intercuartilico,coeficiente_variacion
Pts_PJ_Local,28.0,1.6618916797488228,1.6071428571428572,0.15586881648498602,0.39480224984792833,1.1428571428571428,1.2307692307692308,1.3076923076923077,1.6071428571428572,1.8571428571428572,2.1769230769230767,2.769230769230769,1.6263736263736264,0.5494505494505495,0.23756196306825395
Pts_PJ_Visitante,28.0,1.0206043956043955,0.9285714285714286,0.11217697138026807,0.33492830782164124,0.42857142857142855,0.6923076923076923,0.7815934065934066,0.9285714285714286,1.1428571428571428,1.4076923076923078,1.9230769230769231,1.4945054945054945,0.3612637362637362,0.328166632697382
GF_PJ_Local,28.0,1.2058477237048666,1.10989010989011,0.16110391512667807,0.40137752194994436,0.6428571428571429,0.7807692307692308,0.9230769230769231,1.10989010989011,1.4464285714285714,1.8708791208791211,2.076923076923077,1.4340659340659343,0.5233516483516483,0.33285921104262267
GF_PJ_Visitante,28.0,0.8585164835164835,0.8159340659340659,0.12644882081695272,0.35559642970220146,0.35714285714285715,0.5,0.5714285714285714,0.8159340659340659,1.0,1.2472527472527473,1.8461538461538463,1.489010989010989,0.4285714285714286,0.41419872131712426
Eficacia_Local_%,28.0,55.39638932496076,53.57142857142858,173.18757387220674,13.160074994930946,38.095238095238095,41.02564102564102,43.58974358974359,53.57142857142858,61.904761904761905,72.56410256410257,92.3076923076923,54.21245421245421,18.315018315018314,0.23756196306825397
Eficacia_Visitante_%,28.0,34.020146520146525,30.952380952380953,124.641079311409,11.164276927388043,14.285714285714285,23.076923076923077,26.053113553113555,30.952380952380953,38.095238095238095,46.92307692307693,64.1025641025641,49.81684981684982,12.04212454212454,0.328166632697382
Delta_Pts_PJ,28.0,0.641287284144427,0.6318681318681318,0.10951857027210243,0.3309359005488864,-0.13736263736263732,0.34890109890109894,0.4162087912087913,0.6318681318681318,0.7733516483516485,1.0686813186813189,1.5164835164835164,1.6538461538461537,0.3571428571428572,0.5160493724593406
Delta_GF_PJ,28.0,0.347331240188383,0.28296703296703307,0.20679725821013104,0.4547496654315768,-0.5604395604395604,-0.20659340659340655,0.1854395604395604,0.28296703296703307,0.5467032967032966,0.8824175824175828,1.3626373626373627,1.9230769230769231,0.36126373626373626,1.3092679632990483
